,file,b1,b2,b3,b4,class
1455,6ac7da38e8e8,199,155,230,210,opacity
1456,85fd2e340ab0,20,86,109,199,opacity
1457,85fd2e340ab0,130,86,227,206,opacity
1458,fcd6cfce4f1d,16,54,52,142,opacity
1459,96417c620956,40,85,84,189,opacity
1460,96417c620956,160,103,205,218,opacity
1461,ae69378d7075,37,81,65,179,opacity
1462,ae69378d7075,208,108,250,214,opacity
1463,573186912c6d,22,83,70,200,opacity
1464,573186912c6d,192,104,223,149,opacity
1465,17da9d9c513b,63,113,105,146,opacity
1466,1ce44a46c684,172,69,236,193,opacity
1467,1ce44a46c684,75,83,136,180,opacity
1468,99dcdb3db971,143,103,201,190,opacity
1469,99dcdb3db971,80,31,124,96,opacity
1470,99c94e6bfcb3,145,104,203,230,opacity
1471,99c94e6bfcb3,31,133,81,191,opacity
1472,f476a80e622d,24,72,81,144,opacity
1473,f476a80e622d,154,99,243,187,opacity
1474,7e36258357fa,183,83,223,159,opacity
1475,7e36258357fa,57,66,96,149,opacity
1476,0846e5c4dfd2,35,55,70,124,opacity
1477,30782c5ea39a,166,124,239,201,opacity
1478,9d6115245977,161,29,220,209,opacity
1479,9d6115245977,25,41,84,190,opacity
1480,d72eee691860,50,92,108,209,opacity
1481,d72eee691860,156,93,204,208,opacity
1482,4d3e8ec75220,171,158,217,200,opacity
1483,2d82eacde0dd,41,46,80,155,opacity
1484,2d82eacde0dd,172,58,218,162,opacity
1485,f38df7a70d64,155,64,178,85,opacity
1486,eb61e3bdb2a5,45,98,94,190,opacity
1487,eb61e3bdb2a5,172,124,200,158,opacity
1488,11fba2355a5f,142,60,201,166,opacity
1489,11fba2355a5f,54,53,104,169,opacity
1490,4f85c500dedd,53,27,149,180,opacity
1491,4f85c500dedd,170,26,254,184,opacity
1492,edfa7e192393,69,85,130,128,opacity
1493,edfa7e192393,174,22,216,95,opacity
1494,cdb14d392b0b,148,166,191,213,opacity
1495,cdb14d392b0b,131,61,173,117,opacity
1496,cdb14d392b0b,64,69,107,124,opacity
1497,5ce66c2df0a2,35,105,89,171,opacity
1498,5ce66c2df0a2,158,90,192,189,opacity
1499,19dbffd9208e,171,153,221,218,opacity
1500,19dbffd9208e,40,171,105,243,opacity
1501,c748bd5f0801,15,44,64,151,opacity
1502,c748bd5f0801,175,62,217,163,opacity
1503,e3ab2d72cac2,51,124,118,185,opacity
1504,e3ab2d72cac2,186,168,216,212,opacity
1505,bbcaf12f5c75,42,41,100,125,opacity
1506,bbcaf12f5c75,156,54,206,136,opacity
1507,64f5b678b388,10,15,81,174,opacity
1508,64f5b678b388,140,97,195,173,opacity
1509,2090e218807b,17,82,79,146,opacity
1510,2090e218807b,134,113,179,198,opacity
1511,cd54cc85f0d1,46,81,108,139,opacity
1512,c309fffbadbf,27,81,73,190,opacity
1513,c309fffbadbf,158,96,185,123,opacity
1514,7d3c921cda8c,45,56,126,195,opacity
1515,7d3c921cda8c,161,100,225,191,opacity
1516,de70ed3c1107,137,55,236,206,opacity
1517,de70ed3c1107,25,73,91,192,opacity
1518,dc773d9243e1,39,78,77,126,opacity
1519,dc773d9243e1,73,22,99,45,opacity
1520,dc773d9243e1,165,84,191,131,opacity
1521,5f16050c324e,19,30,89,209,opacity
1522,ad628b539f9f,182,149,241,235,opacity
1523,4615024f5104,52,44,127,231,opacity
1524,4615024f5104,143,53,219,233,opacity
1525,4b2e0cf17d8d,157,130,204,202,opacity
1526,4b2e0cf17d8d,10,129,63,174,opacity
1527,95ebf6f3aee6,39,83,104,193,opacity
1528,95ebf6f3aee6,145,70,208,197,opacity
1529,56b70be7b9ec,32,67,100,184,opacity
1530,ee086fdd5c81,142,140,215,212,opacity
1531,ee086fdd5c81,31,154,100,209,opacity
1532,08048f170c29,151,47,209,151,opacity
1533,08048f170c29,50,72,107,155,opacity
1534,75aed394a4e4,79,86,151,148,opacity
1535,75aed394a4e4,177,66,244,156,opacity
1536,5326c1a943c2,32,141,101,197,opacity
1537,5326c1a943c2,138,133,223,196,opacity
1538,e9f069403241,59,43,102,108,opacity
1539,e9f069403241,174,47,227,180,opacity
1540,921b1b74c82a,26,70,72,230,opacity
1541,921b1b74c82a,187,108,212,198,opacity
1542,8b37ca7541a6,143,32,200,171,opacity
1543,8b37ca7541a6,47,36,109,159,opacity
1544,b431787c9f2f,52,91,85,149,opacity
1545,b431787c9f2f,189,65,249,120,opacity
1546,d60594828264,73,67,104,104,opacity
1547,d60594828264,199,78,218,135,opacity
1548,87717257302c,143,60,184,132,opacity
1549,87717257302c,58,64,102,147,opacity
1550,ad57016e19dc,60,184,86,216,opacity
1551,139af9440cc0,176,100,202,145,opacity
1552,139af9440cc0,22,74,50,153,opacity
1553,ecdb5a0dcd17,51,72,117,170,opacity
1554,ecdb5a0dcd17,162,59,238,189,opacity
1555,be68bf7d1885,166,67,195,149,opacity
1556,be68bf7d1885,37,94,64,147,opacity
1557,83ce6df2cf98,58,120,114,189,opacity
1558,39d35a5d50db,165,65,213,182,opacity
1559,39d35a5d50db,50,50,105,162,opacity
1560,cc52e1e94f38,166,129,223,170,opacity
1561,70a7e221ebf5,64,128,109,173,opacity
1562,70a7e221ebf5,153,128,199,175,opacity
1563,caa6cd6c458b,56,32,118,174,opacity
1564,caa6cd6c458b,158,46,201,153,opacity
1565,5f9d4c174eb0,66,104,93,179,opacity
1566,5f9d4c174eb0,136,110,212,201,opacity
1567,00b8180bd3a8,15,129,105,197,opacity
1568,00b8180bd3a8,163,139,231,209,opacity
1569,22cacf0ecfa0,39,72,96,214,opacity
1570,22cacf0ecfa0,140,66,183,136,opacity
1571,4818a62bb220,11,122,43,170,opacity
1572,cacb3aaf4864,44,43,111,188,opacity
1573,cacb3aaf4864,127,41,201,241,opacity
1574,f76cebb4d35f,23,26,118,184,opacity
1575,f76cebb4d35f,163,45,237,209,opacity
1576,f19e0017819b,45,45,106,130,opacity
1577,f19e0017819b,15,141,100,226,opacity
1578,f19e0017819b,129,60,229,233,opacity
1579,7aa6a8f834d8,31,118,64,172,opacity
1580,54f912577306,68,48,121,143,opacity
1581,54f912577306,58,175,109,205,opacity
1582,8cd1ad8955ad,154,119,203,179,opacity
1583,8cd1ad8955ad,34,83,59,168,opacity
1584,47643f20a15e,131,120,211,190,opacity
1585,21a276623bae,151,76,215,182,opacity
1586,f609d59b929e,25,111,108,241,opacity
1587,f609d59b929e,179,156,239,200,opacity
1588,7df0ba4a1d45,21,42,90,221,opacity
1589,7df0ba4a1d45,177,66,232,242,opacity
1590,6b9250650ca0,30,43,95,153,opacity
1591,6b9250650ca0,134,64,177,121,opacity
1592,38556dd92c13,57,83,94,139,opacity
1593,38556dd92c13,65,173,103,225,opacity
1594,38556dd92c13,187,109,219,215,opacity
1595,7ff9102be785,22,53,108,221,opacity
1596,7ff9102be785,130,57,223,232,opacity
1597,e9a97d1b9a12,39,139,89,182,opacity
1598,e9a97d1b9a12,142,148,193,190,opacity
1599,af1e817f1b8b,33,46,81,207,opacity
1600,af1e817f1b8b,160,157,234,214,opacity
1601,1311dd6f5c2e,45,93,95,183,opacity
1602,1311dd6f5c2e,158,140,225,212,opacity
1603,befc0ffd84c3,178,49,215,167,opacity
1604,befc0ffd84c3,60,109,82,151,opacity
1605,0d2cb1c212ff,80,134,120,176,opacity
1606,0d2cb1c212ff,169,134,218,180,opacity
1607,8bb20ca76aad,46,87,59,104,opacity
1608,78383a97e9b8,57,46,109,178,opacity
1609,78383a97e9b8,165,81,210,192,opacity
1610,45aef07500cc,42,72,81,154,opacity
1611,45aef07500cc,174,88,207,159,opacity
1612,c61c30f194e3,33,34,99,196,opacity
1613,c61c30f194e3,137,35,207,211,opacity
1614,e04475d83cc4,60,41,108,105,opacity
1615,e04475d83cc4,157,41,212,113,opacity
1616,fc2e09c26167,44,18,117,190,opacity
1617,fc2e09c26167,145,38,214,184,opacity
1618,933f80e2c741,58,77,117,252,opacity
1619,933f80e2c741,176,67,250,253,opacity
1620,ecdcf4e19fa8,165,70,220,161,opacity
1621,ecdcf4e19fa8,47,67,81,167,opacity
1622,a3d4029a671d,31,86,107,224,opacity
1623,a3d4029a671d,173,80,251,221,opacity
1624,12525e86fa15,59,65,88,141,opacity
1625,afc6e42bc4a1,7,162,86,220,opacity
1626,afc6e42bc4a1,120,190,194,249,opacity
1627,8a42e4e9d811,31,81,96,139,opacity
1628,cfc4fbf71766,32,86,82,223,opacity
1629,cfc4fbf71766,188,112,233,193,opacity
1630,8424b4d2578b,154,83,219,200,opacity
1631,8424b4d2578b,39,38,107,188,opacity
1632,12384ae3a66c,37,102,101,152,opacity
1633,12384ae3a66c,147,95,212,208,opacity
1634,fe41376fa23f,1,97,92,209,opacity
1635,fe41376fa23f,158,124,240,225,opacity
1636,686c25134e34,167,59,245,178,opacity
1637,686c25134e34,46,47,118,178,opacity
1638,3fdf9402b08b,30,42,76,190,opacity
1639,3fdf9402b08b,138,112,201,184,opacity
1640,92b99745dee6,148,158,202,194,opacity
1641,102e27cde152,157,27,198,129,opacity
1642,c4b4890357fc,83,118,95,137,opacity
1643,c4b4890357fc,187,85,221,158,opacity
1644,d21edccf1d4c,137,101,185,171,opacity
1645,d21edccf1d4c,30,72,85,147,opacity
1646,8e1b341d6ec7,195,113,213,219,opacity
1647,8e1b341d6ec7,60,139,78,206,opacity
1648,da4daa1dd48d,57,35,94,184,opacity
1649,da4daa1dd48d,162,46,220,157,opacity
1650,53488579be26,104,81,140,177,opacity
1651,53488579be26,205,73,240,166,opacity
1652,e31fc5148d42,51,185,112,234,opacity
1653,e31fc5148d42,183,171,233,247,opacity
1654,2f425fbd336f,164,62,209,143,opacity
1655,2f425fbd336f,47,42,106,143,opacity
1656,74bbd4c284d7,40,37,110,113,opacity
1657,74bbd4c284d7,161,82,209,175,opacity
1658,1f322d9f308e,162,89,220,200,opacity
1659,1f322d9f308e,25,115,81,208,opacity
1660,04f41a8958f7,51,99,90,215,opacity
1661,04f41a8958f7,186,168,235,235,opacity
1662,04f41a8958f7,92,167,131,224,opacity
1663,64038cfed1e5,12,98,48,170,opacity
1664,06862b0aa1e8,46,48,129,201,opacity
1665,06862b0aa1e8,143,48,214,215,opacity
1666,20afe4c0669f,149,91,227,167,opacity
1667,20afe4c0669f,15,101,104,161,opacity
1668,2a1fbe855dee,46,42,100,194,opacity
1669,2a1fbe855dee,158,26,209,180,opacity
1670,6a324a999346,53,87,107,176,opacity
1671,6a324a999346,195,88,232,178,opacity
1672,fe6a2dcda2da,178,180,225,241,opacity
1673,f11d8993a22d,38,74,81,198,opacity
1674,f11d8993a22d,181,68,233,212,opacity
1675,1ac5ebc38ca6,40,49,90,149,opacity
1676,1ac5ebc38ca6,171,69,210,182,opacity
1677,52623b67acc8,23,70,49,140,opacity
1678,52623b67acc8,163,55,206,141,opacity
1679,bd40b2e9ca96,45,52,91,155,opacity
1680,bd40b2e9ca96,170,75,212,216,opacity
1681,5115fada2a38,29,135,72,179,opacity
1682,1c566290d70c,17,85,49,217,opacity
1683,1c566290d70c,159,74,223,150,opacity
1684,b74f626d63fa,70,137,97,178,opacity
1685,13d7e98fdf59,31,71,80,175,opacity
1686,13d7e98fdf59,136,50,192,142,opacity
1687,e3cfb3330b60,192,80,230,127,opacity
1688,ac659a88deca,18,44,54,189,opacity
1689,ac659a88deca,172,107,219,186,opacity
1690,76e1553652b7,29,116,89,214,opacity
1691,76e1553652b7,138,106,198,207,opacity
1692,d22fc49476cd,23,25,106,166,opacity
1693,d22fc49476cd,128,31,218,192,opacity
1694,35e2412a3706,21,45,115,192,opacity
1695,35e2412a3706,139,51,218,197,opacity
1696,2b89836e651a,152,61,190,122,opacity
1697,2b89836e651a,60,65,81,81,opacity
1698,2b89836e651a,50,108,69,135,opacity
1699,500c402a7e56,37,68,109,194,opacity
1700,500c402a7e56,172,87,237,200,opacity
1701,a8b68a68357c,45,77,96,209,opacity
1702,a8b68a68357c,148,149,188,198,opacity
1703,91626ce94649,155,29,239,181,opacity
1704,91626ce94649,87,33,139,87,opacity
1705,91626ce94649,75,116,125,170,opacity
1706,f99c5ab805e5,32,118,88,225,opacity
1707,f99c5ab805e5,183,78,223,214,opacity
1708,70e09e25147f,32,121,58,175,opacity
1709,b6a0d6efea4e,46,126,104,162,opacity
1710,b7f8f012a3c4,150,26,206,148,opacity
1711,b7f8f012a3c4,47,32,73,86,opacity
1712,b7f8f012a3c4,63,124,101,162,opacity
1713,1f90178d3678,30,12,101,136,opacity
1714,1f90178d3678,122,13,196,171,opacity
1715,fbf52ef331d4,40,101,82,176,opacity
1716,ad37a4fbedd4,183,99,215,214,opacity
1717,ad37a4fbedd4,65,44,103,146,opacity
1718,186681f1cb60,64,105,93,166,opacity
1719,4df6cc0a6472,230,134,247,235,opacity
1720,7f56ffb926a5,21,62,75,195,opacity
1721,7f56ffb926a5,144,71,189,187,opacity
1722,e24233b0b286,174,64,214,231,opacity
1723,e24233b0b286,35,167,80,215,opacity
1724,85e9126deab4,45,135,69,218,opacity
1725,85e9126deab4,225,164,251,245,opacity
1726,ca28f6c2f672,155,58,223,213,opacity
1727,ca28f6c2f672,27,55,78,148,opacity
1728,da1fe5114419,77,49,121,121,opacity
1729,da1fe5114419,157,31,216,112,opacity
1730,b2ae7f9d7810,209,97,229,147,opacity
1731,e7769e0ae31e,180,92,244,191,opacity
1732,26371e3cbab2,42,69,80,138,opacity
1733,26371e3cbab2,184,137,218,186,opacity
1734,afcda3f35e89,67,117,116,168,opacity
1735,afcda3f35e89,169,54,212,193,opacity
1736,79f32a83d80f,68,89,83,101,opacity
1737,79f32a83d80f,158,112,203,146,opacity
1738,79f32a83d80f,77,119,106,142,opacity
1739,fd2511413a1d,12,44,66,153,opacity
1740,fd2511413a1d,133,48,201,167,opacity
1741,4479e9dd4f43,67,49,120,189,opacity
1742,4479e9dd4f43,148,51,203,202,opacity
1743,847f48f57169,195,74,219,134,opacity
1744,ffdc682f7680,164,24,254,215,opacity
1745,ffdc682f7680,60,116,100,173,opacity
1746,b9176ad8599e,180,154,213,199,opacity
1747,023b985092de,47,140,77,195,opacity
1748,023b985092de,173,141,211,192,opacity
1749,ebbee1cd7799,148,162,210,200,opacity
1750,dd7bb7dda6e9,152,58,222,208,opacity
1751,dd7bb7dda6e9,53,56,112,210,opacity
1752,30e5f099eff2,54,143,98,212,opacity
1753,30e5f099eff2,200,127,237,202,opacity
1754,86484cc4db08,141,128,225,200,opacity
1755,2555fc5e74c0,137,105,187,210,opacity
1756,2555fc5e74c0,41,77,103,173,opacity
1757,c2004e13c84f,183,138,196,151,opacity
1758,a818e98c3f90,175,70,231,214,opacity
1759,a818e98c3f90,30,86,79,238,opacity
1760,960be5d120af,65,62,127,217,opacity
1761,960be5d120af,194,155,256,229,opacity
1762,477cf68a3140,179,110,227,177,opacity
1763,68fefe8da0b5,144,85,181,149,opacity
1764,68fefe8da0b5,74,79,102,127,opacity
1765,b9601c411ec5,142,27,204,124,opacity
1766,b9601c411ec5,77,31,124,105,opacity
1767,3c15061a2340,51,53,114,190,opacity
1768,3c15061a2340,155,58,231,189,opacity
1769,46e8e5b9ac76,54,49,109,156,opacity
1770,46e8e5b9ac76,134,51,204,158,opacity
1771,1c81e15ad5b3,28,15,110,183,opacity
1772,1c81e15ad5b3,143,120,217,212,opacity
1773,1a432407728d,29,21,86,139,opacity
1774,1a432407728d,170,10,218,141,opacity
1775,bb4deee16cf2,166,79,203,178,opacity
1776,bb4deee16cf2,36,112,76,165,opacity
1777,c8c73939c5ea,66,79,110,155,opacity
1778,c8c73939c5ea,151,82,181,152,opacity
1779,e84db53ccdd8,47,145,126,247,opacity
1780,e84db53ccdd8,194,95,243,219,opacity
1781,433a6aea9914,143,22,209,181,opacity
1782,433a6aea9914,37,19,97,157,opacity
1783,a89be9ca2f61,55,72,106,181,opacity
1784,a89be9ca2f61,161,64,225,184,opacity
1785,d13af5659ede,42,85,99,145,opacity
1786,27bd4ea4ed28,19,173,88,211,opacity
1787,ea3e1b9dfe65,37,69,80,188,opacity
1788,ea3e1b9dfe65,172,131,220,245,opacity
1789,8061563f9228,131,157,201,221,opacity
1790,8061563f9228,0,127,74,204,opacity
1791,ea408a91db91,28,49,76,156,opacity
1792,ea408a91db91,175,52,223,156,opacity
1793,e9c099d7fe7b,51,156,102,201,opacity
1794,e9c099d7fe7b,172,133,212,200,opacity
1795,abcae85ea595,37,35,75,110,opacity
1796,abcae85ea595,17,117,42,162,opacity
1797,cd43f505780f,26,95,78,199,opacity
1798,cd43f505780f,181,130,230,206,opacity
1799,7f5bf976d86c,42,99,92,136,opacity
1800,7f5bf976d86c,146,55,218,132,opacity
1801,bab5ad2732f1,36,81,77,195,opacity
1802,bab5ad2732f1,200,80,248,161,opacity
1803,5b4bd8fe8138,69,83,117,139,opacity
1804,7c0d62261831,149,129,223,240,opacity
1805,9344a6cf4093,177,18,218,141,opacity
1806,9344a6cf4093,36,2,75,96,opacity
1807,d8e89f7d9d4c,31,178,85,244,opacity
1808,41c34c3d0d4a,26,95,66,196,opacity
1809,8b0bedcc4127,45,38,142,198,opacity
1810,8b0bedcc4127,183,61,250,219,opacity
1811,41b8a02172fb,170,45,229,186,opacity
1812,41b8a02172fb,30,43,99,151,opacity
1813,5807a187f396,143,67,191,141,opacity
1814,5807a187f396,56,46,100,140,opacity
1815,ce245a692db8,56,63,130,207,opacity
1816,ce245a692db8,162,75,241,219,opacity
1817,29b8064bf6bb,142,46,200,203,opacity
1818,29b8064bf6bb,18,77,85,185,opacity
1819,9796be0b3e33,49,37,92,98,opacity
1820,9796be0b3e33,182,43,223,123,opacity
1821,77d467297fe6,33,14,137,168,opacity
1822,77d467297fe6,154,24,220,179,opacity
1823,0133bf9a5f5c,193,60,246,130,opacity
1824,0133bf9a5f5c,51,112,110,175,opacity
1825,5111b11537d3,204,97,250,193,opacity
1826,5111b11537d3,53,53,89,190,opacity
1827,a62165f76102,24,154,106,240,opacity
1828,a62165f76102,156,152,221,242,opacity
1829,6896ce94b652,44,48,114,145,opacity
1830,6896ce94b652,146,57,233,166,opacity
1831,3c2bdbeb0046,183,158,229,256,opacity
1832,3c2bdbeb0046,77,47,119,241,opacity
1833,a0dd4b6ac5b7,57,133,96,174,opacity
1834,a0dd4b6ac5b7,56,53,68,64,opacity
1835,a0dd4b6ac5b7,152,130,186,170,opacity
1836,26d597b4facb,157,44,216,167,opacity
1837,48754b579b77,163,62,223,163,opacity
1838,48754b579b77,57,55,113,174,opacity
1839,50ec1ca08df3,165,75,203,174,opacity
1840,50ec1ca08df3,50,67,78,140,opacity
1841,330f08b39d19,13,45,74,253,opacity
1842,813a1b007d73,54,44,123,101,opacity
1843,813a1b007d73,157,64,229,161,opacity
1844,91f8706309e6,29,29,134,196,opacity
1845,91f8706309e6,145,33,231,212,opacity
1846,afed0cd3c9a7,116,69,200,189,opacity
1847,afed0cd3c9a7,5,69,87,178,opacity
1848,c4257b7ce0cb,66,138,122,214,opacity
1849,c4257b7ce0cb,185,149,232,222,opacity
1850,1843ab225632,32,98,111,205,opacity
1851,1843ab225632,166,100,233,229,opacity
1852,125073a5fe45,29,36,107,169,opacity
1853,125073a5fe45,137,87,160,182,opacity
1854,f476eafd8d46,36,48,110,225,opacity
1855,f476eafd8d46,148,60,239,235,opacity
1856,9622d72ab28d,148,117,214,157,opacity
1857,9622d72ab28d,28,113,81,152,opacity
1858,7e7d3afebf5d,43,44,111,104,opacity
1859,3f21eb32736b,60,23,124,177,opacity
1860,3f21eb32736b,167,38,238,201,opacity
1861,b00dd3cc3d28,32,72,67,157,opacity
1862,b00dd3cc3d28,179,47,232,168,opacity
1863,0d9819ce950b,144,90,221,228,opacity
1864,0d9819ce950b,39,67,130,211,opacity
1865,f20015a346df,159,50,224,171,opacity
1866,f20015a346df,55,53,113,103,opacity
1867,aa0205864615,115,50,223,241,opacity
1868,aa0205864615,4,50,108,227,opacity
1869,53b695db11a1,33,81,108,248,opacity
1870,53b695db11a1,154,90,241,256,opacity
1871,12b7ba1557a4,56,55,113,171,opacity
1872,12b7ba1557a4,167,90,221,183,opacity
1873,7ac0b1312f61,36,57,83,174,opacity
1874,7ac0b1312f61,176,48,232,174,opacity
1875,2d36cfe06dd6,35,149,95,214,opacity
1876,45a537917824,157,9,219,120,opacity
1877,45a537917824,42,55,83,85,opacity
1878,984e7d7d2787,146,39,232,237,opacity
1879,984e7d7d2787,32,34,131,241,opacity
1880,6b0f197bf103,44,83,114,191,opacity
1881,6b0f197bf103,159,92,230,222,opacity
1882,0b1408cf87e7,27,165,109,238,opacity
1883,d0be46c2141f,60,67,135,185,opacity
1884,d0be46c2141f,156,71,210,212,opacity
1885,c3f0b2e27f44,21,21,120,200,opacity
1886,c3f0b2e27f44,139,43,236,234,opacity
1887,394536fc0dca,45,97,102,150,opacity
1888,394536fc0dca,183,94,233,146,opacity
1889,b63360d53488,39,165,102,209,opacity
1890,0424649a0330,154,93,203,167,opacity
1891,0424649a0330,67,89,122,147,opacity
1892,d9bea6b28f9f,163,98,230,203,opacity
1893,a0464a69be84,16,62,98,205,opacity
1894,a0464a69be84,181,106,234,238,opacity
1895,d2c19614a213,0,0,74,186,opacity
1896,d2c19614a213,158,5,217,210,opacity
1897,01376c1ba556,41,78,105,174,opacity
1898,01376c1ba556,132,55,199,132,opacity
1899,b8a2649926a2,72,129,119,191,opacity
1900,b8a2649926a2,183,140,231,187,opacity
1901,b67ae6dbda2a,22,61,107,219,opacity
1902,b67ae6dbda2a,139,75,218,213,opacity
1903,53f58deb8cf6,139,23,219,198,opacity
1904,53f58deb8cf6,48,15,119,192,opacity
1905,696797119b49,169,52,219,159,opacity
1906,696797119b49,66,97,109,147,opacity
1907,1e480c241382,63,116,106,191,opacity
1908,1e480c241382,196,88,251,170,opacity
1909,1e480c241382,171,22,213,78,opacity
1910,1e82f179e878,25,53,99,180,opacity
1911,1e82f179e878,132,43,208,179,opacity
1912,5bfc7dcc9cba,150,160,235,223,opacity
1913,239d414106d4,10,101,119,190,opacity
1914,239d414106d4,134,101,232,205,opacity
1915,b47854f5e717,58,55,83,176,opacity
1916,b47854f5e717,192,65,229,159,opacity
1917,b47854f5e717,142,82,183,179,opacity
1918,05c34e480f64,48,122,94,158,opacity
1919,f1c480efa141,160,85,243,253,opacity
1920,f1c480efa141,28,122,124,242,opacity
1921,ba9f623ebe24,136,90,178,142,opacity
1922,9af9857fa513,18,156,104,201,opacity
1923,9af9857fa513,162,162,248,213,opacity
1924,d8814bffbf60,110,98,177,178,opacity
1925,d8814bffbf60,1,103,61,184,opacity
1926,cdf9afc8c145,53,79,109,145,opacity
1927,cdf9afc8c145,154,86,219,135,opacity
1928,6749c82ba05c,189,79,203,90,opacity
1929,6749c82ba05c,185,44,202,61,opacity
1930,bb484ab7a8c6,37,61,76,155,opacity
1931,bb484ab7a8c6,158,120,194,158,opacity
1932,7d47d7c39f13,37,56,67,136,opacity
1933,7d47d7c39f13,182,68,221,151,opacity
1934,8fa1a6190f02,22,23,95,206,opacity
1935,0583141e74d8,29,61,75,136,opacity
1936,29f2f88bcabe,72,139,135,195,opacity
1937,29f2f88bcabe,174,137,232,181,opacity
1938,54ea47b77f33,151,121,206,194,opacity
1939,67a7cd9cc95f,139,43,218,160,opacity
1940,6de5c45505ce,37,164,75,189,opacity
1941,dedee227b323,37,145,80,211,opacity
1942,dedee227b323,180,115,216,200,opacity
1943,2ad6ea7e7941,32,58,96,200,opacity
1944,2ad6ea7e7941,139,43,225,195,opacity
1945,ddfb77761fa0,44,127,103,167,opacity
1946,88d23ea210a1,26,135,127,242,opacity
1947,df76686090e6,175,138,224,192,opacity
1948,f99fd61d4072,27,101,80,162,opacity
1949,be75ab9cecce,137,58,219,208,opacity
1950,be75ab9cecce,13,12,120,187,opacity
1951,cac835503483,42,58,101,157,opacity
1952,cac835503483,145,80,221,174,opacity
1953,193ac79cabfd,127,96,160,208,opacity
1954,193ac79cabfd,17,82,51,209,opacity
1955,c94baa9aacf2,173,116,231,216,opacity
1956,c94baa9aacf2,41,111,109,211,opacity
1957,8a77f78902e0,48,2,123,116,opacity
1958,8a77f78902e0,153,15,215,143,opacity
1959,9b4fdd3a6c98,179,123,206,142,opacity
1960,36c493013b44,32,77,100,191,opacity
1961,36c493013b44,144,123,228,195,opacity
1962,c3d01e67c3fd,31,45,85,206,opacity
1963,c3d01e67c3fd,128,100,179,212,opacity
1964,2d5e59b1aeec,60,27,109,78,opacity
1965,2d5e59b1aeec,182,82,223,156,opacity
1966,cae7ad43780b,156,97,217,201,opacity
1967,9950c96ac73f,171,64,208,136,opacity
1968,9950c96ac73f,76,84,112,151,opacity
1969,f33c3310cbaa,47,116,112,176,opacity
1970,f33c3310cbaa,143,122,202,192,opacity
1971,e1ae4be3ef0c,159,137,216,224,opacity
1972,e1ae4be3ef0c,20,146,65,227,opacity
1973,be842d0ed13f,92,123,106,152,opacity
1974,be842d0ed13f,47,93,70,164,opacity
1975,be842d0ed13f,205,103,229,167,opacity
1976,ba3c705a818a,166,79,229,190,opacity
1977,ba3c705a818a,53,101,108,206,opacity
1978,3cc92357421e,40,99,63,127,opacity
1979,fec0f573e821,193,57,229,188,opacity
1980,fec0f573e821,52,144,93,180,opacity
1981,fec0f573e821,56,45,87,105,opacity
1982,db4de26ecd1a,174,138,208,218,opacity
1983,b5c1fce0d97e,66,37,102,72,opacity
1984,61f3ac249c50,59,105,81,154,opacity
1985,61f3ac249c50,191,64,231,185,opacity
1986,5a7185c0a991,52,128,103,234,opacity
1987,5a7185c0a991,142,63,197,172,opacity
1988,5a7185c0a991,152,189,205,239,opacity
1989,694e4b99f8ea,72,72,120,218,opacity
1990,694e4b99f8ea,163,90,236,213,opacity
1991,15f29140a676,137,49,200,216,opacity
1992,15f29140a676,51,61,113,166,opacity
1993,e883a347072e,60,119,124,191,opacity
1994,e883a347072e,178,102,233,192,opacity
1995,312566b9d20b,10,164,104,211,opacity
1996,733d63022f55,52,43,95,136,opacity
1997,733d63022f55,146,128,206,190,opacity
1998,42b46c2e9d1d,160,75,204,188,opacity
1999,42b46c2e9d1d,53,41,105,145,opacity
2000,58934d9055e8,175,87,209,136,opacity
2001,58934d9055e8,43,101,93,162,opacity
2002,741019718830,163,134,198,163,opacity
2003,741019718830,30,132,72,176,opacity
2004,16d85c7f7837,34,59,78,209,opacity
2005,16d85c7f7837,201,61,247,209,opacity
2006,1c5b53c5c442,139,135,180,233,opacity
2007,1c5b53c5c442,41,167,79,229,opacity
2008,1174cda6b0c8,81,60,155,171,opacity
2009,1174cda6b0c8,185,79,248,159,opacity
2010,d08d811fbb28,150,34,223,200,opacity
2011,d08d811fbb28,29,25,124,195,opacity
2012,69aaaf77efdb,200,112,226,154,opacity
2013,69aaaf77efdb,155,156,236,225,opacity
2014,f4076663653f,39,116,104,169,opacity
2015,f4076663653f,138,124,186,180,opacity
2016,f90e58ab1e45,214,115,253,163,opacity
2017,80f7e5187924,139,89,224,209,opacity
2018,80f7e5187924,58,91,117,198,opacity
2019,7903726192e6,28,25,127,187,opacity
2020,7903726192e6,137,20,224,224,opacity
2021,62871c920ed8,6,103,89,230,opacity
2022,62871c920ed8,118,134,203,244,opacity
2023,a3703b3c8ce6,40,110,120,223,opacity
2024,a3703b3c8ce6,146,119,245,235,opacity
2025,799d5b7686eb,37,38,121,161,opacity
2026,799d5b7686eb,137,38,212,167,opacity
2027,c76aafa94feb,14,70,72,202,opacity
2028,c76aafa94feb,179,110,235,195,opacity
2029,eeef8cafe0b0,55,77,97,180,opacity
2030,eeef8cafe0b0,197,110,237,201,opacity
2031,d638bfcf071d,180,51,241,184,opacity
2032,d638bfcf071d,58,38,124,167,opacity
2033,8d8ea19fd9c0,41,167,108,223,opacity
2034,8d8ea19fd9c0,148,137,219,191,opacity
